trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.228111760545007}",25,0,-41.4028537779472,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.22628686646064694}",25,15,6.314044417609326,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.22447657152896178}",25,8,-10.393831907321783,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.2226807589567301}",20,6,0.5060574905523156,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.22089931288507625}",30,4,-23.779194809704446,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.21913211838199564}",25,10,-3.535169726539494,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.21737906143493968}",20,0,-21.796540610874263,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.21564002894346015}",25,13,-29.287031530070173,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
192,False,"{'a': 0.5, 'e': 0.21391490871191246}",25,5,-10.720586222036502,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.21220358944221715}",20,9,14.684822744771212,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.2105059607266794}",20,13,9.754848090130658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.20882191304086598}",25,0,-43.48326528654257,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.20715133773653904}",25,2,-33.558471442392985,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
197,False,"{'a': 0.5, 'e': 0.20549412703464673}",20,0,-1.170434455819099,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.20385017401836955}",25,5,30.185388233533324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.20221937262622258}",20,5,18.979572986705072,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.2006016176452128}",20,13,13.881897444080511,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.1989968047040511}",25,3,0.8916974567869826,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.1974048302664187}",20,5,17.207469795277717,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.19582559162428734}",25,4,13.752433396317414,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.19425898689129303}",20,12,6.084775626542502,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.19270491499616269}",25,14,-2.766115165122982,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.19116327567619337}",25,4,-30.617951934181324,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.18963396947078381}",20,0,8.251860277089923,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.18811689771501755}",25,10,25.91763507485753,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.1866119625332974}",20,16,6.934648735506185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.18511906683303103}",25,3,21.289676223757628,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.1836381142983668}",20,4,3.7563381706476617,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.18216900938397987}",25,1,-43.511869909164105,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
213,False,"{'a': 0.5, 'e': 0.18071165730890804}",25,5,26.974927474299523,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.17926596405043677}",25,7,6.800208294924434,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.17783183633803326}",20,3,27.577007484009563,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.176409181647329}",20,4,9.741911854841506,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.17499790819415037}",30,20,18.69933307840739,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.17359792492859716}",20,3,24.036684911936412,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.17220914152916839}",35,0,-24.668520959942132,"{0: 30, 1: 2, 2: 2, 3: 0, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.17083146839693503}",25,17,2.594880039192545,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.16946481664975954}",20,12,4.174393808381267,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.16810909811656147}",30,11,32.12365834948877,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.16676422533162896}",20,9,-1.8879530124050639,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.16543011152897594}",25,8,-13.77562625508665,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.16410667063674414}",20,6,-8.087976663161006,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.16279381727165018}",25,11,17.84443035497572,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.16149146673347697}",20,10,20.0774672669612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.16019953499960915}",20,9,21.214906201323224,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.15891793871961227}",35,12,36.34347018480363,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.15764659520985536}",20,8,3.2387682591630744,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.15638542244817652}",25,15,17.09855844722171,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.15513433906859111}",20,0,17.26236456100711,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.1538932643560424}",30,16,5.561633160275899,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.15266211824119405}",20,11,2.9540009430585026,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.1514408212952645}",25,17,12.171818870998584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.1502292947249024}",25,20,7.501187268385429,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.14902746036710318}",30,2,3.993830679550551,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.14783524068416634}",30,7,-9.104673175614483,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.146652558758693}",25,0,-22.68721369436582,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.14547933828862347}",20,12,-26.427849764229904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.14431550358231449}",20,14,11.82341382795246,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.14316097955365598}",20,2,23.315262783178646,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.14201569171722672}",20,0,27.572377817859042,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.1408795661834889}",20,1,17.20511017867944,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.139752529654021}",25,11,-1.741494906521302,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.13863450941678881}",30,7,29.853736368948958,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.1375254333414545}",25,4,11.978356059569691,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.13642522987472286}",25,11,10.70979916337985,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.13533382803572508}",20,2,1.249114317396601,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.13425115741143928}",20,0,9.868181868083655,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.13317714815214776}",25,11,-22.379786097195165,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.13211173096693057}",20,0,-55.641576068966614,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.13105483711919513}",20,0,12.839620985929468,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.13000639842224157}",25,2,39.60024510213667,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.12896634723486364}",25,16,12.963650839353468,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.12793461645698473}",30,16,12.760127275772039,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.12691113952532884}",30,9,26.449572916847153,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.1258958504091262}",20,8,1.275459936312255,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.1248886836058532}",25,10,16.661974603303143,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.12388957413700638}",20,11,-5.072172385042628,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.12289845754391032}",25,8,-23.764929274316682,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.12191526988355904}",20,12,17.580113202767667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.12093994772449057}",20,0,5.606107270276257,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.11997242814269464}",30,0,2.3650027806213743,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.11901264871755309}",20,5,-27.553478168668313,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.5, 'e': 0.11806054752781266}",30,16,15.142067138993024,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.11711606314759015}",20,13,-35.89666552713062,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.11617913464240943}",25,0,-20.353991735725458,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.11524970156527016}",25,0,11.766470876940353,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.114327703952748}",25,3,34.67606260343264,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.11341308232112601}",30,11,29.83171256864291,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.11250577766255701}",25,8,29.74861107297081,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.11160573144125656}",20,6,-0.46270371826049606,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.1107128855897265}",25,0,7.872020181410669,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.10982718250500868}",25,9,16.305160897536922,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.10894856504496861}",25,14,20.10478281046289,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.10807697652460886}",25,20,9.322308864472738,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.10721236071241198}",35,13,31.50763518026354,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.10635466182671269}",20,8,-13.260875510550648,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.10550382453209899}",25,11,-36.39923651147571,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.1046597939358422}",20,14,-1.3687354243819447,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.10382251558435546}",25,15,21.36125484390112,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.1029919354596806}",30,20,18.12911525114801,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.10216799997600316}",25,18,12.542812030823681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.10135065597619514}",20,16,6.169089989816552,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.10053985072838557}",30,16,26.394252910744306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.09973553192255849}",30,9,11.96193011646597,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.09893764766717802}",30,22,6.3193148999810935,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.0981461464858406}",20,12,15.492353162275192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.09736097731395386}",20,0,-17.508444668057468,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
291,False,"{'a': 0.5, 'e': 0.09658208949544224}",20,2,28.927451630326946,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.0958094327794787}",25,17,13.47559456858042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.09504295731724287}",25,12,-18.44827209900344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.09428261365870493}",30,13,25.299302812275645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.09352835274943529}",20,0,30.838791967745426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.09278012592743981}",25,17,2.2021652336456454,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.0920378849200203}",20,10,18.856686481683436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.09130158184066013}",20,8,23.006549184506422,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.09057116918593484}",25,0,17.056305847630362,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.08984659983244736}",20,2,24.51706417764767,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.08912782703378778}",20,8,14.782273355120259,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.08841480441751748}",20,8,20.284224085567573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.08770748598217734}",25,9,-15.300040711922165,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.08700582609431992}",20,11,-22.708166012533685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
305,False,"{'a': 0.5, 'e': 0.08630977948556535}",20,16,8.797564154508725,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.08561930124968083}",25,16,15.608293142074263,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.08493434683968339}",25,8,30.506890296996293,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.08425487206496592}",25,11,22.888692020187925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.08358083308844619}",20,0,4.234682516241996,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.08291218642373861}",30,8,6.691629101381137,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.0822488889323487}",20,8,15.854484462263072,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.08159089782088992}",35,13,-4.919707181637355,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.0809381706383228}",30,12,9.45787969992422,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.08029066527321622}",20,15,3.0035155912602187,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.07964833995103049}",20,0,18.56536301779311,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.07901115323142224}",20,6,12.570704691975932,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.07837906400557086}",20,9,-5.701989463679012,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.07775203149352629}",20,0,30.611212185955807,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.07713001524157807}",25,1,-3.527926670953549,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.5, 'e': 0.07651297511964544}",25,7,6.213704514197188,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.07590087131868828}",20,11,17.734115285237333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.07529366434813878}",20,2,27.144657385239174,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.07469131503335366}",20,10,4.811606365778138,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.07409378451308683}",25,13,-19.79979252624535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
325,False,"{'a': 0.5, 'e': 0.07350103423698214}",25,7,-4.294494336617591,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.07291302596308628}",30,11,21.30353153206895,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.07232972175538159}",25,13,12.763137348987527,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.07175108398133853}",20,8,22.703038501946363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.07117707530948782}",20,11,18.8069513978669,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.07060765870701191}",20,16,6.285141116229524,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.07004279743735582}",20,15,9.653182594361526,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.06948245505785698}",25,11,27.68340569158517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.06892659541739413}",25,14,8.981327159224106,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.06837518265405497}",20,9,22.584487564288253,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.06782818119282252}",25,17,17.54360246451312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.06728555574327995}",25,13,-12.192282004409696,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.06674727129733371}",20,0,23.451850576720823,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.06621329312695504}",25,3,23.140651544694165,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.06568358678193939}",25,0,33.60697972464977,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.06515811808768388}",25,15,18.57833253598969,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.0646368531429824}",30,14,31.964216364353035,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.06411975831783853}",30,20,14.165633919512068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.06360680025129582}",30,14,-11.05808944644573,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.06309794584928545}",20,6,19.771702708934168,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.06259316228249116}",20,0,32.73121334897317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.062092416984231236}",35,23,22.87857708122943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.06159567764835738}",20,0,27.679065855329892,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.06110291222717052}",20,12,6.42444699510273,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.06061408892935315}",25,5,28.082322424433592,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.06012917621791833}",20,9,-6.097265379159523,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.05964814280817498}",25,12,27.35015499175016,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.05917095766570958}",20,10,8.412256076915092,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.058697590004383904}",20,4,11.711888732297401,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.05822800928434883}",25,0,29.846587932126987,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.05776218521007404}",20,6,9.74902792717812,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.05730008772839345}",20,9,18.52766020893958,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.0568416870265663}",20,8,22.318102148925014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.05638695353035377}",20,13,12.401134088759411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.05593585790211094}",25,18,10.644401641449111,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.05548837103889405}",30,19,14.414609301915725,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.055044464070582895}",20,12,-25.869073167886885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
362,False,"{'a': 0.5, 'e': 0.05460410835801823}",25,15,20.4122352767871,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.054167275491154084}",25,13,20.289840999758415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.05373393728722485}",20,3,24.593970979465222,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.05330406578892705}",25,15,16.843301204633896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.05287763326261564}",20,2,28.444590313382502,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.05245461219651471}",30,19,-24.137626322377372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.0520349752989426}",20,8,-20.628812881059524,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
